valence,media_slant,agree_t1,agree_certainty_t1,belief_t1,belief_certainty_t1,agree_t2,belief_t2,page_submit_duration,partisanship,gender,age,education,income,gen_knowledge,immig_knowledge,attitude_immig,involvement,media_trust,agree_diff,belief_diff,bias,hmp_score
Ducey,FOX,7,1,7,1,4,4,63.132,Republican,2,6,2,3,4,3,5,2,2.6,-3,-3,0,0.5
Ducey,Reuter,5,1,5,1,4,4,79.652,Independent,1,6,3,10,5,2,3.5,4.5,2.6,-1,-1,0,NA
Ducey,MSNBC,2,1,2,2,1,1,91.233,Democrat,1,4,5,7,5,2,4,2.5,4,-1,-1,-0.1,0.4
Biden,MSNBC,2,1,1,1,1,1,65.306,Republican,1,4,3,3,5,3,5,5,2.6,-1,0,0,0.5
Biden,Reuter,4,1,2,2,2,2,62.852,Independent,1,6,5,2,5,3,2,5,1.4,-2,0,0,NA
Ducey,Reuter,4,3,7,1,6,7,63.278,Republican,1,3,5,6,2,1,2,4,5.2,2,0,-0.35,0.85
Biden,MSNBC,4,4,5,4,2,2,70.45,Democrat,2,3,6,9,4,2,3,1.5,2.2,-2,-3,0,0.5
Biden,FOX,6,2,6,2,5,5,70.45,Democrat,1,4,6,6,5,3,2,4,5,-1,-1,0.1,0.6
Biden,FOX,4,4,4,4,4,4,63.558,Democrat,1,3,4,5,5,3,3,3,4,0,0,0.15,0.65
Ducey,FOX,7,2,6,2,3,3,82.903,Republican,2,7,3,3,5,3,3.5,3.5,1,-4,-3,0,0.5
Biden,FOX,4,3,5,3,3,3,70.759,Independent,1,5,2,4,4,2,2,2,3,-1,-2,0,NA
Ducey,MSNBC,2,2,2,2,2,2,106.571,Democrat,1,6,5,3,5,4,3.5,2.5,3.6,0,0,-0.1,0.4
Ducey,Reuter,2,2,2,2,1,1,94.45,Democrat,1,3,5,6,5,2,3,2,5,-1,-1,0,0.5
Ducey,FOX,3,1,3,2,1,1,66.04,Democrat,1,3,5,4,5,4,3,2,5,-2,-2,0.2,0.7
Ducey,Reuter,2,1,2,2,2,1,71.752,Democrat,1,6,5,4,5,2,3.5,3,5.8,0,-1,0,0.5
Biden,FOX,6,2,6,2,6,6,70.639,Democrat,1,4,6,9,5,1,3,4,5.4,0,0,0.5,1
Biden,Reuter,5,3,5,3,3,2,139.668,Democrat,1,4,6,11,4,2,2.5,2.5,4.4,-2,-3,0,0.5
Biden,MSNBC,4,4,5,3,2,3,61.909,Democrat,1,4,3,5,5,3,3.5,2.5,3.4,-2,-2,-0.1,0.4
Ducey,MSNBC,1,1,1,1,1,1,107.988,Democrat,1,7,5,11,5,2,3,3,5,0,0,0.25,0.75
Biden,MSNBC,7,1,7,1,2,2,173.555,Democrat,2,5,5,8,5,3,3,1,4.8,-5,-5,-0.2,0.3
Ducey,FOX,3,3,3,4,2,2,170.569,Democrat,2,5,1,8,4,3,2.5,2,2.8,-1,-1,0,0.5
Ducey,Reuter,3,3,3,4,3,3,62.951,Democrat,1,6,3,5,5,2,3,2.5,5.4,0,0,-0.1,0.4
Biden,FOX,6,3,6,3,2,2,61.863,Democrat,1,5,5,5,5,3,3,3,4.4,-4,-4,0.1,0.6
Ducey,MSNBC,6,2,6,2,6,3,103.583,Republican,2,3,6,6,5,2,2.5,5,3.8,0,-3,0.05,0.44999999999999996
Ducey,MSNBC,2,2,2,2,2,2,63.271,Independent,2,5,5,8,5,2,4.5,3,3,0,0,-0.2,NA
Biden,Reuter,5,3,4,1,2,2,73.721,Democrat,2,3,2,6,4,2,2.5,1,3.8,-3,-2,0.1,0.6
Biden,MSNBC,1,1,1,1,1,1,64.227,Republican,1,5,5,12,5,2,4.5,4.5,1.6,0,0,0.1,0.4
Ducey,Reuter,5,2,5,2,6,6,79.82,Independent,2,3,4,2,4,2,2.5,2,2,1,1,-0.35,NA
Biden,Reuter,5,3,5,3,4,3,61.546,Republican,1,3,5,8,5,2,3.5,2,2.4,-1,-2,0,0.5
Biden,MSNBC,2,2,2,2,2,1,116.492,Independent,1,3,3,5,5,3,3,2.5,1,0,-1,-0.1,NA
Ducey,FOX,4,2,5,3,3,4,113.865,Independent,2,5,4,7,4,2,4,2.5,1.6,-1,-1,-0.1,NA
Biden,Reuter,6,2,6,2,3,3,74.043,Democrat,2,4,5,7,5,2,3.5,1.5,4.8,-3,-3,0,0.5
Ducey,MSNBC,1,1,4,3,1,2,66.826,Independent,1,6,5,2,5,4,3,1,3.6,0,-2,0,NA
Ducey,MSNBC,7,1,3,2,7,3,69.07,Republican,1,6,6,11,5,3,3.5,4,1.8,0,0,-0.25,0.75
Biden,Reuter,5,2,5,2,5,3,139.698,Democrat,2,7,5,8,5,2,3,2,3.4,0,-2,0,0.5
Ducey,Reuter,4,3,4,2,3,4,90.265,Independent,2,4,2,5,5,2,2,2.5,4,-1,0,0.05,NA
Biden,MSNBC,1,1,1,1,1,1,71.951,Republican,1,5,5,10,5,3,4,5,1.2,0,0,-0.15,0.65
Biden,FOX,5,3,4,4,2,2,554.892,Democrat,2,5,4,6,5,4,3,1,4.8,-3,-2,0,0.5
Ducey,Reuter,1,2,1,2,1,2,77.363,Democrat,2,6,2,4,5,4,2.5,2,3,0,1,0,0.5
Ducey,MSNBC,4,2,3,2,4,3,104.203,Independent,2,6,6,4,5,3,1.5,5,2.4,0,0,-0.45,NA
Ducey,MSNBC,2,2,2,2,1,1,87.098,Democrat,1,5,7,7,4,3,3.5,3,4.8,-1,-1,0,0.5
Biden,FOX,4,3,4,3,2,3,62.332,Democrat,2,6,5,1,5,3,3.5,4,2.8,-2,-1,0,0.5
Ducey,MSNBC,4,4,4,4,1,2,158.629,Democrat,1,4,3,6,5,4,2.5,1,4,-3,-2,0,0.5
Biden,FOX,5,3,5,3,3,3,87.711,Independent,1,7,5,3,5,3,3,2.5,4.2,-2,-2,0.15,NA
Ducey,FOX,6,2,6,2,5,2,179.008,Independent,1,6,3,4,5,2,4.5,5,1.8,-1,-4,0,NA
Biden,MSNBC,3,1,3,1,2,2,314.69,Independent,2,5,3,9,4,3,4.5,5,1,-1,-1,0,NA
Ducey,MSNBC,2,2,3,2,3,3,75.831,Democrat,2,6,4,10,5,5,3.5,4.5,4,1,0,0.2,0.7
Biden,FOX,6,2,6,1,6,6,75.251,Democrat,1,4,4,1,5,2,3.5,4,2.8,0,0,0.5,1
Ducey,FOX,6,2,5,2,5,6,63.227,Republican,2,3,5,11,5,2,3,3,2,-1,1,-0.5,1
Biden,FOX,2,1,2,1,2,2,78.372,Independent,2,3,3,2,5,1,3.5,4,1,0,0,0.25,NA
Biden,Reuter,1,1,1,1,7,6,163.256,Independent,1,3,2,1,4,3,3,1,1.6,6,5,0,NA
Biden,FOX,1,1,1,1,1,1,63.011,Republican,2,4,5,8,5,3,3,5,1,0,0,-0.5,1
Biden,MSNBC,5,3,6,3,2,2,63.537,Democrat,1,4,6,4,5,4,1,2,5.8,-3,-4,0,0.5
Biden,Reuter,2,2,2,2,2,2,60.952,Republican,2,3,5,9,5,2,3,4,1.4,0,0,-0.15,0.65
Ducey,Reuter,4,2,5,2,6,6,128.745,Republican,2,5,5,8,4,1,2,4.5,5.6,2,1,0,0.5
Biden,Reuter,5,4,6,2,3,3,65.004,Democrat,2,4,5,6,5,4,3.5,2,4.6,-2,-3,0,0.5
Biden,MSNBC,5,3,5,2,2,2,101.104,Democrat,2,6,4,2,5,2,3,4,4.6,-3,-3,0.4,0.9
Ducey,FOX,6,2,5,2,6,5,195.656,Democrat,2,5,6,8,3,2,2,3.5,5.6,0,0,0.2,0.7
Biden,FOX,5,1,7,1,1,1,62.322,Republican,2,4,5,8,5,2,3,5,6,-4,-6,0,0.5
Biden,Reuter,3,3,3,2,3,3,62.58,Independent,1,3,3,6,5,2,3.5,3,1,0,0,0,NA
Ducey,Reuter,7,1,7,1,7,7,63.97,Republican,1,6,5,6,5,2,3,5,1,0,0,-0.5,1
Ducey,MSNBC,5,2,5,1,5,5,61.1,Republican,2,4,6,12,4,3,3,5,5,0,0,0.3,0.19999999999999996
Biden,MSNBC,6,2,6,3,2,3,86.806,Democrat,1,3,5,5,4,2,3,3,3.4,-4,-3,0,0.5
Ducey,Reuter,4,2,6,2,6,6,66.562,Democrat,2,6,5,6,4,2,1.5,4.5,4.8,2,0,0.45,0.95
Ducey,FOX,1,1,1,1,1,1,71.931,Democrat,1,5,5,6,5,2,3.5,2,4.6,0,0,0,0.5
Ducey,Reuter,5,2,3,2,1,1,101.115,Democrat,1,6,4,11,5,3,3.5,1,6,-4,-2,0,0.5
Biden,Reuter,7,2,6,2,5,5,75.283,Democrat,1,4,5,4,5,3,4,1,6,-2,-1,0,0.5
Ducey,MSNBC,2,2,2,2,2,2,64.432,Democrat,2,6,6,12,5,2,5,2.5,4.6,0,0,0,0.5
Biden,Reuter,1,1,1,1,1,1,78.598,Republican,2,6,2,4,5,2,4,4,1,0,0,0,0.5
Biden,MSNBC,5,2,6,2,7,7,63.652,Democrat,1,4,5,8,1,3,1.5,4.5,6,2,1,0.3,0.8
Biden,MSNBC,4,1,4,1,1,2,92.158,Republican,2,3,5,6,5,2,3,4,5,-3,-2,0,0.5
Biden,MSNBC,5,4,5,4,2,3,68.249,Independent,1,4,4,1,5,1,3,3,2.4,-3,-2,0,NA
Biden,FOX,7,1,7,1,5,6,63.57,Democrat,2,7,5,8,5,3,3.5,5,7,-2,-1,0.5,1
Ducey,Reuter,1,1,1,1,1,1,72.721,Democrat,1,3,2,3,5,3,3,2.5,2.8,0,0,0,0.5
Ducey,FOX,4,3,4,2,1,1,70.206,Republican,1,4,5,7,5,1,3.5,2.5,4,-3,-3,0,0.5
Ducey,Reuter,3,2,4,3,2,1,163.884,Democrat,2,7,5,4,5,3,4.5,2,5.2,-1,-3,0.25,0.75
Ducey,MSNBC,2,3,2,3,1,1,116.315,Democrat,2,6,3,2,5,4,3,1.5,2.6,-1,-1,-0.1,0.4
Biden,MSNBC,4,1,4,1,4,4,78.602,Independent,1,2,2,11,5,1,3,1.5,3,0,0,0.5,NA
Biden,Reuter,2,1,1,1,1,1,62.336,Republican,2,7,2,6,5,2,4,5,1,-1,0,-0.3,0.8
Biden,FOX,4,4,5,3,5,5,74.466,Democrat,2,6,3,7,5,3,3.5,3,2.4,1,0,0.45,0.95
Ducey,FOX,7,1,6,2,7,7,154.107,Independent,1,6,3,10,5,2,3,5,1,0,1,-0.5,NA
Ducey,MSNBC,2,3,3,3,2,2,71.859,Democrat,1,4,6,6,4,3,4,5,2.4,0,-1,-0.2,0.3
Ducey,MSNBC,4,4,4,4,2,2,70.411,Independent,1,7,5,4,5,3,2,3,2,-2,-2,-0.1,NA
Biden,Reuter,5,2,5,2,5,4,69.727,Democrat,1,3,5,4,5,3,3,3,4.8,0,-1,0.1,0.6
Ducey,FOX,6,1,6,2,5,6,67.73,Democrat,2,4,6,5,4,4,1.5,2.5,5.8,-1,0,0,0.5
Biden,MSNBC,5,2,5,2,3,3,123.026,Democrat,2,5,2,3,5,2,3,3,4.6,-2,-2,0,0.5
Ducey,FOX,4,2,4,3,2,1,64.268,Democrat,1,3,5,4,3,3,3,1.5,4.2,-2,-3,0,0.5
Ducey,FOX,5,3,5,3,3,3,82.868,Republican,1,3,5,9,5,1,3.5,3.5,2.8,-2,-2,0,0.5
Biden,FOX,6,1,5,1,6,6,71.712,Democrat,2,3,3,3,4,2,3.5,4.5,3,0,1,0.5,1
Biden,Reuter,4,4,4,4,3,3,64.5,Independent,2,4,5,9,5,1,3,3,2.8,-1,-1,0,NA
Ducey,MSNBC,4,2,3,3,2,2,88.41,Democrat,1,3,5,5,0,3,3,2.5,4.8,-2,-1,0,0.5
Ducey,Reuter,4,3,3,2,3,2,61.795,Democrat,2,3,5,5,4,2,2.5,2,2.4,-1,-1,0.1,0.6
Biden,Reuter,6,3,6,2,2,3,91.139,Democrat,1,3,5,6,5,1,4,2,5,-4,-3,0,0.5
Biden,MSNBC,2,2,3,2,1,1,62.919,Republican,2,5,4,8,5,3,3,3,1,-1,-2,0,0.5
Ducey,FOX,3,2,3,2,3,2,72.711,Democrat,1,7,3,2,4,4,2.5,3.5,3.4,0,-1,0.05,0.55
Ducey,Reuter,3,2,3,1,2,3,80.857,Independent,1,2,6,3,5,3,2,2.5,1.4,-1,0,-0.1,NA
Ducey,Reuter,2,1,1,2,1,1,117.595,Democrat,2,5,5,7,5,4,3,3,4,-1,0,0,0.5
Biden,FOX,2,1,2,1,1,1,61.679,Independent,1,6,3,2,5,2,3.5,3.5,1,-1,-1,-0.2,NA
Ducey,FOX,4,4,4,4,2,2,67.987,Independent,2,3,4,6,3,2,5,1,6.6,-2,-2,-0.5,NA
Biden,FOX,4,3,4,3,4,5,76.212,Democrat,2,3,3,4,5,2,2.5,2,5,0,1,0.25,0.75
Ducey,MSNBC,7,1,7,1,7,6,80.742,Republican,1,5,5,11,5,3,3,5,1.6,0,-1,-0.5,1
Ducey,FOX,7,2,6,2,6,6,61.816,Democrat,2,3,7,3,2,3,3,3,6,-1,0,0.3,0.8
Ducey,MSNBC,3,2,3,2,2,2,105.847,Democrat,1,6,4,4,5,3,2,3,3.8,-1,-1,-0.2,0.3
Biden,MSNBC,4,2,4,2,3,4,78.949,Democrat,2,6,4,1,5,4,3.5,3,4,-1,0,0,0.5
Ducey,MSNBC,1,1,1,1,3,3,68.091,Democrat,1,3,5,8,4,4,2,1.5,5.4,2,2,0.15,0.65
Biden,FOX,6,2,7,2,4,4,61.485,Democrat,1,6,6,3,5,2,3,3,4,-2,-3,0.5,1
Ducey,FOX,3,2,6,2,5,4,65.645,Independent,1,5,5,5,5,4,3,3,4.6,2,-2,0.1,NA
Biden,MSNBC,6,1,7,2,6,7,62.532,Democrat,1,4,6,8,4,4,2,5,6.2,0,0,-0.25,0.25
Ducey,Reuter,5,3,4,3,2,2,75.161,Independent,2,4,6,11,5,3,2.5,2,4.2,-3,-2,0.2,NA
Ducey,Reuter,6,2,6,2,6,6,63.973,Republican,2,5,6,11,5,3,1.5,3,2,0,0,-0.1,0.6
Ducey,FOX,4,2,4,2,6,4,744.038,Democrat,2,3,5,4,1,3,2.5,3.5,4.8,2,0,0.15,0.65
Biden,Reuter,6,1,6,1,6,6,74.424,Democrat,2,6,6,7,5,3,2,1.5,6.4,0,0,0,0.5
Ducey,Reuter,7,2,6,2,6,6,76.848,Democrat,2,3,5,3,4,3,2,4,6,-1,0,0.3,0.8
Biden,FOX,1,1,1,1,1,1,71.269,Republican,2,3,7,5,4,3,3.5,5,1,0,0,0,0.5
Ducey,FOX,3,2,2,2,1,1,89.885,Democrat,2,4,3,5,3,3,3.5,2,2,-2,-1,0.05,0.55
Ducey,Reuter,6,2,6,2,2,2,73.436,Republican,2,5,5,10,4,3,3.5,1,1,-4,-4,0,0.5
Biden,Reuter,5,3,6,2,4,5,61.518,Democrat,1,3,5,7,5,3,4.5,2,5,-1,-1,0,0.5
Ducey,Reuter,1,2,1,2,1,1,61.131,Democrat,1,3,5,12,5,4,2.5,3,2.6,0,0,0,0.5
Ducey,Reuter,1,1,1,1,1,1,95.104,Democrat,1,5,5,11,5,4,4,2,2.2,0,0,0,0.5
Ducey,MSNBC,2,2,2,2,1,1,100.468,Democrat,1,6,6,9,5,4,3.5,4,5.6,-1,-1,0,0.5
Biden,MSNBC,1,1,1,1,1,1,72.472,Republican,2,6,5,3,5,2,3,5,2.2,0,0,-0.5,1
Ducey,MSNBC,7,1,6,1,3,3,166.138,Republican,2,6,3,11,5,3,3,5,1,-4,-3,-0.2,0.7
Biden,Reuter,3,3,3,3,2,1,123.189,Republican,2,3,5,9,5,2,3,2.5,3.4,-1,-2,0,0.5
Biden,FOX,4,3,4,3,3,3,66.446,Republican,1,5,5,5,5,1,3,2,5,-1,-1,0.2,0.30000000000000004
Biden,MSNBC,3,2,3,2,2,3,66.044,Democrat,1,5,6,12,5,2,4,4,3.8,-1,0,0,0.5
Ducey,FOX,6,1,6,2,5,3,140.591,Republican,1,3,5,12,5,3,4,3.5,2,-1,-3,-0.05,0.55
Biden,FOX,1,1,1,1,1,1,61.499,Republican,1,5,5,11,5,2,3.5,5,1.2,0,0,0,0.5
Biden,Reuter,1,2,3,2,1,1,149.698,Republican,1,7,5,12,5,2,3,5,4,0,-2,0,0.5
Ducey,MSNBC,7,1,7,1,7,7,63.156,Independent,1,4,4,2,4,2,3,5,1,0,0,-0.5,NA
Biden,MSNBC,4,3,4,3,3,3,75.075,Democrat,1,3,6,12,5,2,3,3,4,-1,-1,0,0.5
Ducey,FOX,2,1,2,1,1,1,61.181,Democrat,2,4,3,8,4,3,3,4.5,5.2,-1,-1,0,0.5
Biden,FOX,5,3,5,3,3,3,757.166,Democrat,2,4,5,10,5,2,3,3,5,-2,-2,0,0.5
Ducey,MSNBC,6,2,5,2,6,6,92.818,Republican,1,3,5,6,3,3,2,2,5.4,0,1,0.3,0.19999999999999996
Biden,Reuter,5,2,5,2,3,3,61.441,Democrat,2,3,5,8,4,5,3,5,6,-2,-2,-0.1,0.4
Ducey,FOX,5,2,5,2,4,4,101.359,Republican,1,3,3,10,4,2,4,3,3,-1,-1,-0.1,0.6
Ducey,MSNBC,2,1,3,1,3,3,62.061,Democrat,1,3,6,9,5,3,3,4,5,1,0,0,0.5
Biden,FOX,4,3,6,2,4,3,103.887,Democrat,2,2,5,6,3,2,5,3,4.2,0,-3,0,0.5
Biden,Reuter,6,1,6,2,6,6,62.795,Democrat,1,4,5,7,1,3,1.5,4,6.4,0,0,0.3,0.8
Ducey,MSNBC,1,2,1,2,1,1,93.682,Democrat,2,3,2,1,4,4,3,1,1.2,0,0,-0.1,0.4
Ducey,Reuter,2,3,3,3,1,2,65.003,Republican,2,4,5,6,5,3,4,2,5,-1,-1,0,0.5
Biden,MSNBC,6,2,6,2,5,5,65.4,Democrat,1,4,3,5,5,3,3,2,5,-1,-1,0,0.5
Biden,FOX,7,1,7,1,7,7,61.876,Democrat,1,3,6,4,4,4,3,4,5,0,0,0.5,1
Ducey,Reuter,6,2,3,2,1,1,69.793,Democrat,1,5,5,11,5,2,3,2,4,-5,-2,0,0.5
Biden,MSNBC,2,4,2,4,1,1,70.084,Republican,1,4,5,2,5,2,2.5,4.5,1.8,-1,-1,-0.5,1
Biden,FOX,6,2,6,1,3,3,68.802,Democrat,1,3,3,5,5,3,1.5,1.5,4.8,-3,-3,0.3,0.8
Ducey,Reuter,1,2,2,2,1,1,62.063,Democrat,2,3,4,4,5,3,3,2,1,0,-1,0,0.5
Ducey,FOX,1,2,2,2,1,1,81.135,Democrat,1,3,2,4,5,3,3,4,2.4,0,-1,0,0.5
Biden,FOX,6,2,6,2,6,6,63.854,Independent,1,5,3,9,5,3,3,4,5,0,0,0.15,NA
Ducey,MSNBC,2,3,1,4,1,1,61.777,Democrat,2,4,3,1,5,1,3,1,3,-1,0,0,0.5
Ducey,FOX,7,1,6,2,6,6,63.263,Republican,1,3,6,11,5,3,3,4,1,-1,0,-0.35,0.85
Biden,MSNBC,4,4,4,4,2,3,88.138,Independent,1,4,7,6,5,3,3,2.5,4,-2,-1,0,NA
Ducey,Reuter,6,1,5,2,3,3,96.092,Republican,1,7,5,8,5,1,3.5,5,4.8,-3,-2,0,0.5
Biden,Reuter,5,3,5,3,2,2,61.218,Republican,1,4,5,10,5,2,4,3,3,-3,-3,0.1,0.4
Biden,Reuter,4,4,4,4,3,3,99.033,Democrat,1,4,5,7,5,1,3,1,1,-1,-1,0,0.5
Biden,Reuter,1,1,1,1,1,1,63.64,Independent,1,3,5,8,5,2,3,5,1,0,0,-0.5,NA
Biden,FOX,5,3,5,3,3,3,83.949,Democrat,1,4,5,5,5,2,3,3,3.6,-2,-2,0.5,1
Biden,FOX,5,3,6,3,6,6,61.049,Democrat,1,5,5,7,5,2,3.5,2,5.4,1,0,0.35,0.85
Ducey,Reuter,2,2,3,2,1,2,65.818,Democrat,2,3,4,5,5,4,3,2,5.4,-1,-1,0,0.5
Ducey,Reuter,1,2,2,2,1,1,93.638,Independent,3,3,3,4,2,3,2.5,3,1,0,-1,0,NA
Biden,MSNBC,6,2,6,2,5,6,83.5,Democrat,2,6,4,2,5,4,3,2,5,-1,0,0.05,0.55
Biden,FOX,2,2,2,3,2,2,66.582,Republican,2,4,5,9,4,3,3.5,4,2,0,0,0,0.5
Biden,MSNBC,4,3,4,3,3,3,61.203,Democrat,2,4,5,8,5,4,3.5,1.5,3.2,-1,-1,0,0.5
Ducey,Reuter,6,1,7,2,5,3,67.22,Independent,1,4,4,9,5,1,5,3,1.6,-1,-4,-0.3,NA
Ducey,Reuter,5,2,5,2,6,6,63.654,Republican,1,7,5,5,5,1,4,2.5,1,1,1,-0.4,0.9
Biden,Reuter,4,2,4,2,2,2,81.016,Republican,2,5,5,9,5,3,2.5,4,2,-2,-2,0,0.5
Biden,FOX,5,2,5,2,1,1,61.372,Republican,2,6,4,11,5,2,4.5,4,2,-4,-4,0,0.5
Ducey,MSNBC,1,1,1,1,1,1,77.726,Democrat,2,4,5,4,5,3,3,5,4.8,0,0,0.5,1
Ducey,MSNBC,5,2,5,2,2,3,65.175,Republican,2,5,5,4,5,2,3.5,4,3.6,-3,-2,0,0.5
Ducey,FOX,2,4,3,4,2,2,144.386,Democrat,2,4,4,8,5,1,3,4,5.2,0,-1,0.25,0.75
Ducey,FOX,2,2,3,2,1,1,61.369,Democrat,2,6,3,2,5,3,3,2.5,5,-1,-2,0,0.5
Biden,MSNBC,5,3,6,3,3,2,61.236,Democrat,1,4,3,3,5,3,4,2,2.2,-2,-4,0,0.5
Ducey,FOX,7,1,6,1,7,6,98.439,Republican,1,5,6,11,5,3,5,5,1.2,0,0,-0.5,1
Ducey,MSNBC,5,2,5,2,4,3,77.708,Republican,1,6,5,5,5,3,3.5,4,2,-1,-2,-0.2,0.7
Ducey,Reuter,2,1,3,3,2,2,172.524,Democrat,2,5,3,1,5,3,3.5,2.5,5,0,-1,-0.1,0.4
Ducey,MSNBC,2,2,2,2,1,1,73.625,Democrat,2,5,5,7,5,3,2,3,4.4,-1,-1,-0.05,0.45
Biden,Reuter,1,1,1,1,1,1,61.083,Republican,1,4,5,7,5,2,4.5,4.5,1.4,0,0,-0.1,0.6
Ducey,MSNBC,5,3,5,2,2,2,72.435,Independent,1,5,6,4,5,5,3,2,4.4,-3,-3,0,NA
Ducey,FOX,7,1,6,1,3,3,63.736,Republican,2,7,3,6,5,3,3.5,4.5,1.6,-4,-3,0,0.5
Biden,Reuter,1,1,1,1,1,1,167.653,Independent,2,7,7,2,5,3,3,5,1.2,0,0,-0.1,NA
Biden,FOX,1,1,1,1,1,1,61.541,Republican,2,3,3,9,5,3,4.5,5,1,0,0,0,0.5
Ducey,Reuter,2,1,2,1,2,2,62.813,Democrat,2,6,6,6,5,4,2,1.5,5.2,0,0,0,0.5
Biden,FOX,2,1,2,1,1,1,64.312,Independent,2,6,2,6,4,3,3.5,4,1.4,-1,-1,0,NA
Biden,MSNBC,1,1,1,1,1,1,67.024,Independent,1,5,6,11,5,2,3.5,3.5,1,0,0,-0.2,NA
